['281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000']
         1180019 function calls (1156016 primitive calls) in 2.776 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2291(NamedTuple)
        6    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
       64    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       63    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        3    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
14315/14291    0.008    0.000    0.016    0.000 typing.py:306(inner)
        8    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
       24    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
    87/63    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
       63    0.000    0.000    0.004    0.000 typing.py:483(Union)
      203    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
       24    0.000    0.000    0.002    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        4    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       65    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      411    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
       49    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       13    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:801(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     1163    0.001    0.000    0.001    0.000 typing.py:935(_is_dunder)
      143    0.000    0.000    0.001    0.000 typing.py:947(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     1163    0.001    0.000    0.002    0.000 typing.py:986(__setattr__)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        1    0.000    0.000    0.003    0.003 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1004(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1083(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1666(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1667(__instancecheck__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1675(TypeVar)
      272    0.000    0.000    0.000    0.000 typing_extensions.py:177(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1783(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:202(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2076(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2098(_EllipsisDummy)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:213(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2488(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2489(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2493(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2608(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
       52    0.000    0.000    0.000    0.000 typing_extensions.py:3049(_check_generic)
      135    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
      272    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
      135    0.001    0.000    0.002    0.000 typing_extensions.py:3178(_collect_type_vars)
       70    0.000    0.000    0.000    0.000 typing_extensions.py:3216(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3456(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3521(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4311(<dictcomp>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:526(_SpecialGenericAlias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:615(_caller)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:633(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:663(_ProtocolMeta)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:691(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:717(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
       44    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:763(_proto_hook)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       20    0.000    0.000    0.000    0.000 typing_extensions.py:799(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:881(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:890(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:899(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:908(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:925(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:936(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:969(Writer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.019    0.019 url.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        3    0.000    0.000    0.000    0.000 url.py:324(<listcomp>)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 util.py:27(SelectorSyntaxError)
        3    0.000    0.000    0.019    0.006 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
       10    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
       20    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        1    0.000    0.000    0.002    0.002 utils.py:207(get_netrc_auth)
        3    0.000    0.000    0.000    0.000 utils.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
       41    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 utils.py:571(iter_slices)
        1    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        2    0.000    0.000    0.000    0.000 utils.py:733(set_environ)
        1    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:816(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:881(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.006    0.006 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1110(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1959(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2191(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2275(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:321(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:44(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:48(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:597(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:620(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:721(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:761(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:781(ZipExtFile)
     7099    0.012    0.000    0.012    0.000 {built-in method __new__ of type object at 0x64fe957429a0}
       59    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    70/39    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
       16    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      164    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1080    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      9/7    0.011    0.001    0.012    0.002 {built-in method _imp.create_dynamic}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        9    0.012    0.001    0.012    0.001 {built-in method _imp.exec_dynamic}
       96    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      196    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1080    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.174    0.174    0.174    0.174 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      195    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
     1676    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      953    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      439    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      517    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  581/578    0.008    0.000    0.061    0.000 {built-in method builtins.__build_class__}
    31/17    0.000    0.000    0.203    0.012 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       98    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      307    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      110    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     5552    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
       65    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       17    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    165/1    0.001    0.000    2.776    2.776 {built-in method builtins.exec}
     2164    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     2146    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
  773/707    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
73914/73905    0.009    0.000    0.009    0.000 {built-in method builtins.isinstance}
      204    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
78657/72361    0.008    0.000    0.010    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     4247    0.001    0.000    0.001    0.000 {built-in method builtins.max}
    14693    0.002    0.000    0.002    0.000 {built-in method builtins.min}
     7038    0.001    0.000    0.006    0.000 {built-in method builtins.next}
     9203    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1041    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        9    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      514    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      944    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      164    0.003    0.000    0.003    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      164    0.019    0.000    0.019    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      509    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       79    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       17    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      853    0.004    0.000    0.004    0.000 {built-in method posix.stat}
      160    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x754c6ff7db40}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x754c6ff7dbd0}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x754c70605360}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x754c7053a0e0}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x754c7053a170}
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      164    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      530    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       27    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      309    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      309    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.002    0.002    0.002    0.002 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     3822    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
   111444    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.067    0.067    0.067    0.067 {method 'connect' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
    19618    0.006    0.000    0.006    0.000 {method 'count' of 'str' objects}
       19    0.000    0.000    0.009    0.000 {method 'decode' of 'bytearray' objects}
      171    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       38    0.010    0.000    0.010    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.074    0.074    0.074    0.074 {method 'do_handshake' of '_ssl._SSLSocket' objects}
  129/127    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
    35788    0.004    0.000    0.004    0.000 {method 'end' of 're.Match' objects}
     9798    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      817    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
     3720    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     5229    0.006    0.000    0.006    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       81    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
    39715    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
      409    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
    34226    0.011    0.000    0.011    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
      138    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
     1630    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
     1740    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      101    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       17    0.002    0.000    0.283    0.017 {method 'join' of 'bytes' objects}
10140/10072    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     6415    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        1    0.048    0.048    0.048    0.048 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
    35369    0.005    0.000    0.005    0.000 {method 'lower' of 'str' objects}
       67    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
    57579    0.044    0.000    0.044    0.000 {method 'match' of 're.Pattern' objects}
       25    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      109    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      237    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     6761    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      222    0.076    0.000    0.345    0.002 {method 'read' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      309    1.484    0.005    1.484    0.005 {method 'read' of '_ssl._SSLSocket' objects}
       52    0.000    0.000    1.217    0.023 {method 'readline' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       30    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      247    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      349    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      304    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
     1430    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     9736    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
    22353    0.010    0.000    0.010    0.000 {method 'search' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       95    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      177    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
    13430    0.002    0.000    0.002    0.000 {method 'start' of 're.Match' objects}
    25512    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
     6901    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     1470    0.004    0.000    0.013    0.000 {method 'sub' of 're.Pattern' objects}
